NAME	TYPE	SMILES
CALCIUM_CITRATE	IIG	O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Ca+2].[Ca+2].[Ca+2]
Magnesium_phosphate,_dibasic	GRAS	O.O.O.O=P([O-])([O-])O.[Mg+2]
TRISODIUM_CITRATE_DIHYDRATE	IIG	O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+]
EDETATE_DISODIUM	IIG	O.O.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+]
Ferrous_gluconate	GRAS	O.O.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Fe+2]
SACCHARIN_SODIUM	IIG	O.O.O=C1N=S(=O)([O-])c2ccccc21.[Na+]
Calcium_L-ascorbate	GRAS	O.O.O=C1O[C@H]([C@@H](O)CO)C(=O)[C-]1O.O=C1O[C@H]([C@@H](O)CO)C(=O)[C-]1O.[Ca+2]
DIBASIC_CALCIUM_PHOSPHATE_DIHYDRATE	IIG	O.O.O=P([O-])([O-])O.[Ca+2]
SODIUM_PHOSPHATE,_DIBASIC_DIHYDRATE	IIG	O.O.O=P([O-])([O-])O.[Na+].[Na+]
SODIUM_PHOSPHATE_DIHYDRATE	IIG	O.O.O=P([O-])([O-])[O-].[Na+].[Na+].[Na+]
CALCIUM_CYCLAMATE	IIG	O.O.O=S(=O)([O-])NC1CCCCC1.O=S(=O)([O-])NC1CCCCC1.[Ca+2]
CALCIUM_SULFATE_DIHYDRATE	IIG	O.O.O=S(=O)([O-])[O-].[Ca+2]
Calcium_chloride	GRAS	O.O.[Ca+2].[Cl-].[Cl-]
STANNOUS_CHLORIDE	IIG	O.O.[Cl-].[Cl-].[Sn+2]
CITRIC_ACID_MONOHYDRATE	IIG	O.O=C(O)CC(O)(CC(=O)O)C(=O)O
POTASSIUM_CITRATE	IIG	O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+]
SODIUM_CARBONATE_MONOHYDRATE	IIG	O.O=C([O-])[O-].[Na+].[Na+]
FD&C_RED_NO._3	IIG	O.O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+]
SACCHARIN_CALCIUM	IIG	O.O=C1N=S(=O)([O-])c2ccccc21.O=C1N=S(=O)([O-])c2ccccc21.[Ca+2]
DEXTROSE_MONOHYDRATE	IIG	O.O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
SODIUM_PHOSPHATE,_MONOBASIC,_MONOHYDRATE	IIG	O.O=P(O)(O)O.[Na]
Sodium_phosphate_dibasic	GRAS	O.O=P([O-])([O-])O.[Na+].[Na+]
Calcium_phosphate_monobasic	GRAS	O.O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Ca+2]
Sodium_hypophosphite	GRAS	O.O=P[O-].[Na+]
CALCIUM_SULFATE_HEMIHYDRATE	IIG	O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Ca+2].[Ca+2]
ZINC_SULFATE_MONOHYDRATE	IIG	O.O=S(=O)([O-])[O-].[Zn+2]
Bentonite	GRAS	O.O=[Al]O[Al]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O
LACTOSE_MONOHYDRATE	IIG	O.OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
Ferric_oxide_(packaging)	GRAS	O.[Fe+3].[Fe+3].[O-2].[O-2].[O-2]
MAGNESIUM_TRISILICATE	IIG	O.[Mg+2].[O-2].[Si]
FRUCTOSE	IIG	O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
GENTISIC_ACID_ETHANOLAMIDE	IIG	O=C(NCCO)c1cc(O)ccc1O
IMIDUREA	IIG	O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO
DIAZOLIDINYL_UREA	IIG	O=C(NCO)N(CO)C1(CO)C(=O)NC(=O)N1CO
MALEIC_ACID	IIG	C(=C\C(=O)O)\C(=O)O
TRIFLUOROACETIC_ACID	IIG	O=C(O)C(F)(F)F
L(+)-tartaric_acid	GRAS	O=C(O)C(O)C(O)C(=O)O
SUCCIMER	IIG	O=C(O)C(S)C(S)C(=O)O
PROLINE	IIG	O=C(O)C1CCCN1
Aconitic_Acid	GRAS	O=C(O)C=C(CC(=O)O)C(=O)O
Citric_acid	GRAS	O=C(O)CC(O)(CC(=O)O)C(=O)O
MAGNESIUM_CITRATE	IIG	O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C(O)CC(O)(CC(=O)O)C(=O)O.[Mg].[Mg].[Mg]
Ferrous_citrate	GRAS	O=C(O)CC(O)(CC(=O)O)C(=O)O.[Fe+2]
MONOSODIUM_CITRATE	IIG	O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+]
GLYCERYL_MONOCITRATE	IIG	O=C(O)CC(O)(CC(=O)OCC(O)CO)C(=O)O
Malic_acid	GRAS	O=C(O)CC(O)C(=O)O
Succinic_acid	GRAS	O=C(O)CCC(=O)O
Adipic_acid	GRAS	O=C(O)CCCCC(=O)O
Biotin	GRAS	O=C(O)CCCCC1SCC2NC(=O)NC21
Thiodipropionic_acid	GRAS	O=C(O)CCSCCC(=O)O
EDETIC_ACID	IIG	O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
PENTETIC_ACID	IIG	O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O
BROCRINAT	IIG	O=C(O)COc1ccc2c(-c3ccccc3F)noc2c1Br
L-Malic_acid	GRAS	O=C(O)C[C@H](O)C(=O)O
LACTOBIONIC_ACID	IIG	O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
GENTISIC_ACID	IIG	O=C(O)c1cc(O)ccc1O
Benzoic_Acid	GRAS	O=C(O)c1ccccc1
D&C_RED_NO._39	IIG	O=C(O)c1ccccc1N=Nc1ccc(N(CCO)CCO)cc1
Niacin_(nicotinic_acid)	GRAS	O=C(O)c1cccnc1
POLYGLYCERYL-3_OLEATE	IIG	O=C(OCC(O)CO)C(CC(O)CO)C(CC(O)CO)C(CC(O)CO)C(CCC/C=C\CCCCCCCCCC(O)CO)CC(O)CO
Tannic_acid_(hydrolyzable_gallotannins)	GRAS	O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1
BENZYL_BENZOATE	IIG	O=C(OCc1ccccc1)c1ccccc1
BENZOYL_PEROXIDE	IIG	O=C(OOC(=O)c1ccccc1)c1ccccc1
Ferrous_fumarate	GRAS	O=C([O-])/C=C\C(=O)[O-].[Fe+2]
SODIUM_BITARTRATE	IIG	O=C([O-])C(O)C(O)C(=O)O.[Na+]
MAGNESIUM_TARTRATE	IIG	O=C([O-])C(O)C(O)C(=O)[O-].[Mg+2]
L(+)-sodium_tartrate	GRAS	O=C([O-])C(O)C(O)C(=O)[O-].[Na+].[Na+]
STANNOUS_TARTRATE	IIG	O=C([O-])C(O)C(O)C(=O)[O-].[Sn+2]
Magnesium_gluconate	GRAS	O=C([O-])C(O)C(O)C(O)C(O)CO.[Mg+2]
SODIUM_GLUCONATE	IIG	O=C([O-])C(O)C(O)C(O)C(O)CO.[Na+]
CALCIUM_GLUCEPTATE	IIG	O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2]
FD&C_YELLOW_NO._5	IIG	O=C([O-])C1=NN(c2ccc(S(=O)(=O)[O-])cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)[O-])cc1.[Na+].[Na+].[Na+]
Manganous_citrate	GRAS	O=C([O-])CC(O)(CC(=O)O)C(=O)[O-]
DISODIUM_HYDROGEN_CITRATE	IIG	O=C([O-])CC(O)(CC(=O)[O-])C(=O)O.[Na+].[Na+]
Calcium_citrate	GRAS	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Ca+2].[Ca+2].[Ca+2]
Ferric_citrate	GRAS	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Fe+3]
Potassium_citrate	GRAS	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+]
Sodium_citrate	GRAS	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+]
Sodium_ferricitropyrophosphate	GRAS	O=C([O-])CC([O-])(CC(=O)[O-])C(=O)[O-].O=P(O)(O)CP(=O)(O)O.[Fe+3].[Fe+3].[Na+]
SODIUM_THIOMALATE	IIG	O=C([O-])CCC(=O)OS.[Na+]
EDETATE_DISODIUM_ANHYDROUS	IIG	O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+]
EDETATE_CALCIUM_DISODIUM_ANHYDROUS	IIG	O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+]
Sodium_ferric_EDTA	GRAS	O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Fe+3].[Na+]
EDETATE_SODIUM	IIG	O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+]
PENTETATE_CALCIUM_TRISODIUM	IIG	O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+].[Na+]
PENTASODIUM_PENTETATE	IIG	O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+]
TRISODIUM_HEDTA	IIG	O=C([O-])CN(CCO)CCN(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+]
CALCOBUTROL	IIG	O=C([O-])CN1CCN(CC(=O)[O-])CCN(C(CO)C(O)CO)CCN(CC(=O)O)CC1.[Ca+2]
SODIUM_THIOGLYCOLATE	IIG	O=C([O-])CS.[Na+]
Sodium_sesquicarbonate	GRAS	O=C([O-])O.O=C([O-])[O-].[Na+].[Na+].[Na+]
Potassium_bicarbonate	GRAS	O=C([O-])O.[K+]
Sodium_bicarbonate	GRAS	O=C([O-])O.[Na+]
L(+)-potassium_acid_tartrate	GRAS	O=C([O-])[C@H](O)[C@@H](O)C(=O)O.[K+]
Calcium_gluconate	GRAS	O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2]
Manganese_gluconate	GRAS	O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Mn+2]
Zinc_gluconate	GRAS	O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Zn+2]
Potassium_gluconate	GRAS	O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[K+]
Sodium_gluconate	GRAS	O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Na+]
GLUCEPTATE_SODIUM	IIG	O=C([O-])[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Na+]
Ammonium_bicarbonate	GRAS	O=C([O-])[O-].O=C([O-])[O-].O=C([O-])[O-].[NH4+].[NH4+].[Zn+2].[Zn+2]
DIHYDROXYALUMINUM_SODIUM_CARBONATE	IIG	O=C([O-])[O-].O[Al+]O.[Na+]
Calcium_carbonate	GRAS	O=C([O-])[O-].[Ca+2]
Ferrous_carbonate	GRAS	O=C([O-])[O-].[Fe+2]
Potassium_carbonate	GRAS	O=C([O-])[O-].[K+].[K+]
MAGNESIUM_CARBONATE	IIG	O=C([O-])[O-].[Mg+2]
Magnesium_carbonate	GRAS	O=C([O-])[O-].[Mg+2].[OH-]
Sodium_carbonate	GRAS	O=C([O-])[O-].[Na+].[Na+]
Zinc_carbonate	GRAS	O=C([O-])[O-].[Zn+2]
Iron_naphthenate	GRAS	O=C([O-])c1ccc2ccccc2c1.O=C([O-])c1ccc2ccccc2c1.[Fe+2]
Sodium_Benzoate	GRAS	O=C([O-])c1ccccc1.[Na+]
CALCIUM_SALICYLATE	IIG	O=C([O-])c1ccccc1O.O=C([O-])c1ccccc1O.[Ca+2]
DISODIUM_SULFOSALICYLATE	IIG	O=C([O-])c1ccccc1OS(=O)(=O)O.O=C([O-])c1ccccc1OS(=O)(=O)O.[Na+].[Na+]
BENZOIN	IIG	O=C(c1ccccc1)C(O)c1ccccc1
CINNAMALDEHYDE	IIG	O=C/C=C/c1ccccc1
D&C_BLUE_NO._6	IIG	O=C1/C(=C2/Nc3ccccc3C2=O)Nc2ccccc21
INDIGOTINE_P	IIG	O=C1/C(=C2\Nc3c(cc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])C2=O)Nc2c1cc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+]
FD&C_BLUE_NO._2--ALUMINUM_LAKE	IIG	O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21.[Al+3]
INDIGOTINDISULFONATE_SODIUM	IIG	O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+]
L-Ascorbic_acid	GRAS	O=C1C(O)=C(O)OC1C(O)CO
Ferrous_ascorbate	GRAS	O=C1C(O)=C(O)O[C@@H]1[C@@H](O)CO.O=C1C(O)=C(O)O[C@@H]1[C@@H](O)CO.[Fe+2]
Sodium_erythorbate_(sodium_D-isoascorbate)	GRAS	O=C1C(O)=C(O)O[C@@H]1[C@H](O)C[O-].[Na+]
AMARANTH	IIG	O=C1C(S(=O)(=O)[O-])=Cc2cc(S(=O)(=O)[O-])ccc2/C1=N\Nc1ccc(S(=O)(=O)[O-])c2ccccc12.[Na+].[Na+].[Na+]
CAPTAN	IIG	O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl
ACID_ORANGE_20	IIG	O=C1C=C/C(=N\Nc2ccc(S(=O)(=O)[O-])cc2)c2ccccc21.[Na+]
FD&C_YELLOW_NO._6	IIG	O=C1C=Cc2cc(S(=O)(=O)[O-])ccc2/C1=N\Nc1ccc(S(=O)(=O)[O-])cc1.[Na+].[Na+]
D&C_RED_NO._17	IIG	O=C1C=Cc2ccccc2/C1=N/Nc1ccc(N=Nc2ccccc2)cc1
D&C_RED_NO._36	IIG	O=C1C=Cc2ccccc2/C1=N/Nc1ccc([N+](=O)[O-])cc1Cl
PENTADECALACTONE	IIG	O=C1CCCCCCCCCCCCCCO1
SODIUM_PYRROLIDONE_CARBOXYLATE	IIG	O=C1CC[C@@H](C(=O)[O-])N1.[Na+]
SACCHARIN_SODIUM_ANHYDROUS	IIG	O=C1N=S(=O)([O-])c2ccccc21.[Na+]
SACCHARIN	IIG	O=C1NS(=O)(=O)c2ccccc21
GLUCONOLACTONE	IIG	O=C1OC(CO)C(O)C(O)C1O
Sodium_L-ascorbate	GRAS	O=C1OC([C@@H](O)CO)C(=O)[C-]1O.[Na+]
D&C_RED_NO._27	IIG	O=C1OC2(c3cc(Br)c(O)c(Br)c3Oc3c2cc(Br)c(O)c3Br)c2c(Cl)c(Cl)c(Cl)c(Cl)c21
D&C_RED_NO._28	IIG	O=C1OC2(c3cc(Br)c([O-])c(Br)c3Oc3c2cc(Br)c([O-])c3Br)c2c(Cl)c(Cl)c(Cl)c(Cl)c21.[Na+].[Na+]
FLUORESCEIN	IIG	O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21
D&C_YELLOW_NO._10	IIG	O=C1c2ccccc2C(=O)C1c1ccc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c2n1.[Na+].[Na+]
D&C_YELLOW_NO._11	IIG	O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1
Carbon_dioxide	GRAS	O=C=O
GLUCOSE,_LIQUID	IIG	O=CC(O)C(O)C(O)C(O)CO
Formic_acid_(packaging)	GRAS	O=CO
EPILACTOSE	IIG	O=C[C@@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
POLYGALACTURONIC_ACID	IIG	O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O
GLUCURONIC_ACID	IIG	O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)O
MALTODEXTRIN	IIG	O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
Dextran	GRAS	O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
Sodium_formate_(packaging)	GRAS	O=C[O-].[Na+]
BENZALDEHYDE	IIG	O=Cc1ccccc1
Calcium_iodate	GRAS	O=I(=O)[O-].O=I(=O)[O-].[Ca+2]
Potassium_iodate	GRAS	O=I(=O)[O-].[K+]
NIOXIME	IIG	O=NC1=C(NO)CCCC1
Sodium_metaphosphate	GRAS	O=P(=O)[O-].[Na+]
SODIUM_PHOSPHITE	IIG	O=P(=O)[O-].[Na+].[Na+]
Phosphoric_acid	GRAS	O=P(O)(O)O
Ammonium_phosphate_monobasic_(Report_34)	GRAS	O=P([O-])(O)O.[NH4+]
Sodium_phosphate_monobasic	GRAS	O=P([O-])(O)O.[Na+]
Sodium_hexametaphosphate	GRAS	O=P([O-])(O)OP(=O)([O-])O.[Na+].[Na+]
OXIDRONATE_DISODIUM	IIG	O=P([O-])([O-])C(O)P(=O)(O)O.[Na+].[Na+]
Calcium_phosphate_dibasic	GRAS	O=P([O-])([O-])O.[Ca+2]
Potassium_phosphate_dibasic	GRAS	O=P([O-])([O-])O.[K+].[K+]
Ammonium_phosphate_dibasic_(Report_34)	GRAS	O=P([O-])([O-])O.[NH4+].[NH4+]
SODIUM_PHOSPHATE,_DIBASIC,_ANHYDROUS	IIG	O=P([O-])([O-])O.[Na+].[Na+]
Potassium_glycerophosphate	GRAS	O=P([O-])([O-])OC(CCO)CCO.O=P([O-])([O-])OCC(O)CO.[K+].[K+].[K+].[K+]
Magnesium_glycerophosphate_(packaging)	GRAS	O=P([O-])([O-])OC(CCO)CCO.O=P([O-])([O-])OCC(O)CO.[Mg+2].[Mg+2]
Manganese_glycerophosphate	GRAS	O=P([O-])([O-])OC(CCO)CCO.O=P([O-])([O-])OCC(O)CO.[Mn+2].[Mn+2]
Calcium_glycerophosphate_(packaging)	GRAS	O=P([O-])([O-])OC(CO)CO.[Ca+2]
Calcium_phytate	GRAS	O=P([O-])([O-])OC1C(OP(=O)([O-])[O-])C(OP(=O)([O-])[O-])C(OP(=O)([O-])[O-])C(OP(=O)([O-])[O-])C1OP(=O)([O-])[O-].[Ca+2].[Mg+2]
Sodium_tetraphosphate	GRAS	O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
Potassium_tripolyphosphate	GRAS	O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-].[K+].[K+].[K+].[K+].[K+]
Sodium_tripolyphosphate	GRAS	O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+]
Ferric_pyrophosphate	GRAS	O=P([O-])([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])[O-].[Fe+3].[Fe+3].[Fe+3].[Fe+3]
Calcium_pyrophosphate	GRAS	O=P([O-])([O-])OP(=O)([O-])[O-].[Ca+2].[Ca+2]
Ferric_sodium_pyrophosphate	GRAS	O=P([O-])([O-])OP(=O)([O-])[O-].[Fe+3].[Na+]
Potassium_pyrophosphate	GRAS	O=P([O-])([O-])OP(=O)([O-])[O-].[K+].[K+].[K+].[K+]
Sodium_pyrophosphate,_tetrabasic	GRAS	O=P([O-])([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+]
PHOSPHATE_ION	IIG	O=P([O-])([O-])[O-]
Calcium_phosphate_tribasic	GRAS	O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[Ca+2]
Magnesium_phosphate,_tribasic	GRAS	O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Mg+2].[Mg+2].[Mg+2]
Sodium_aluminum_phosphate,_basic	GRAS	O=P([O-])([O-])[O-].[Al+3].[Na+]
Ferric_phosphate	GRAS	O=P([O-])([O-])[O-].[Fe+3]
Potassium_phosphate_tribasic	GRAS	O=P([O-])([O-])[O-].[K+].[K+].[K+]
SODIUM_PHOSPHATE,_TRIBASIC,_ANHYDROUS	IIG	O=P([O-])([O-])[O-].[Na+].[Na+].[Na+]
METAPHOSPHORIC_ACID	IIG	O=P1(O)OP(=O)(O)OP(=O)(O)O1
Sodium_trimetaphosphate	GRAS	O=P1([O-])OP(=O)([O-])OP(=O)([O-])O1.[Na+].[Na+].[Na+]
Sodium_tetrametaphosphate	GRAS	O=P1([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O1.[Na+].[Na+].[Na+].[Na+]
Calcium_hexametaphosphate	GRAS	O=P1([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O1.[Ca+2].[Ca+2].[Ca+2]
SODIUM_POLYMETAPHOSPHATE	IIG	O=P1([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
Calcium_hypophosphite	GRAS	O=P[O-].O=P[O-].[Ca+2]
Manganous_hypophosphite	GRAS	O=P[O-].O=P[O-].[Mn+2]
Potassium_hypophosphite	GRAS	O=P[O-].[K+]
SODIUM_1,2-ETHANEDISULFONATE	IIG	O=S(=O)(O)CCS(=O)(=O)O.[Na]
CYCLAMIC_ACID	IIG	O=S(=O)(O)NC1CCCCC1
Sulfuric_Acid	GRAS	O=S(=O)(O)O
BENZENESULFONIC_ACID	IIG	O=S(=O)(O)c1ccccc1
HYDROXYETHYLPIPERAZINE_ETHANE_SULFONIC_ACID	IIG	O=S(=O)([O-])CCN1CCN(CCO)CC1.[Na+]
SODIUM_CYCLAMATE	IIG	O=S(=O)([O-])NC1CCCCC1.[Na+]
SODIUM_BISULFATE	IIG	O=S(=O)([O-])O.[Na+]
Ferric_sulfate_(packaging)	GRAS	O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Fe+3].[Fe+3]
Aluminum_sulfate	GRAS	O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[K+]
BARIUM_SULFATE	IIG	O=S(=O)([O-])[O-].[Ba+2]
CALCIUM_SULFATE_ANHYDROUS	IIG	O=S(=O)([O-])[O-].[Ca+2]
Copper_(cupric)_sulfate	GRAS	O=S(=O)([O-])[O-].[Cu+2]
Ferrous_sulfate_(packaging)	GRAS	O=S(=O)([O-])[O-].[Fe+2]
MAGNESIUM_SULFATE_ANHYDROUS	IIG	O=S(=O)([O-])[O-].[Mg+2]
Manganous_sulfate	GRAS	O=S(=O)([O-])[O-].[Mn+2]
SODIUM_SULFATE_ANHYDROUS	IIG	O=S(=O)([O-])[O-].[Na+].[Na+]
FD&C_YELLOW_NO._6-ALUMINUM_LAKE	IIG	O=S(=O)([O-])c1ccc(N=Nc2c([O-])ccc3cc(S(=O)(=O)[O-])ccc23)cc1.[Al+3]
SODIUM_2-NAPHTHALENESULFONATE	IIG	O=S(=O)([O-])c1ccc2ccccc2c1.[Na+]
METANIL_YELLOW	IIG	O=S(=O)([O-])c1cccc(N=Nc2ccc(Nc3ccccc3)cc2)c1.[Na+]
SULFUROUS_ACID	IIG	O=S(O)O
SODIUM_FORMALDEHYDE_SULFOXYLATE	IIG	O=S([O-])CO.[Na+]
POTASSIUM_BISULFITE	IIG	O=S([O-])O.[K+]
Sodium_metabisulfite	GRAS	O=S([O-])OS(=O)[O-].[Na+].[Na+]
Potassium_metabisulfite	GRAS	O=S([O-])S(=O)(=O)[O-].[K+].[K+]
Sodium_hydrosulfite_(packaging)	GRAS	O=S([O-])S(=O)[O-].[Na+].[Na+]
Zinc_hydrosulfite_(packaging)	GRAS	O=S([O-])S(=O)[O-].[Zn+2]
Sodium_bisulfite	GRAS	O=S([O-])[O-].[Na+]
Sulfur_dioxide	GRAS	O=S=O
SODIUM_PHOSPHATE_P-32	IIG	O=[32P]([O-])([O-])O.[Na+].[Na+]
Sodium_phosphoaluminate_(packaging)	GRAS	O=[Al-]=O.[Na+]
ALUMINUM_OXIDE	IIG	O=[Al]O[Al]=O
BISMUTH_SUBCARBONATE	IIG	O=[Bi]OC(=O)O[Bi]=O
Calcium_oxide	GRAS	O=[Ca]
Tricalcium_silicate	GRAS	O=[Ca].[Ca+2].[Ca+2].[O-][Si]([O-])([O-])[O-]
Iron_oxides_(packaging)	GRAS	O=[Fe]
Magnesium_oxide	GRAS	O=[Mg]
Manganous_oxide	GRAS	O=[Mn]
NITRIC_ACID	IIG	O=[N+]([O-])O
PHENYLMERCURIC_NITRATE	IIG	O=[N+]([O-])O[Hg]c1ccccc1
MAGNESIUM_NITRATE	IIG	O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mg+2]
SODIUM_NITRATE	IIG	O=[N+]([O-])[O-].[Na+]
Talc_(basic_magnesium_silicate)	GRAS	O=[Si]([O-])O.O=[Si]([O-])O.O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Mg+2].[Mg+2].[Mg+2]
Potassium_silicate	GRAS	O=[Si]([O-])O.[K+]
ALUMINUM_SILICATE_PENTAHYDRATE	IIG	O=[Si]([O-])[O-].O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Al+3].[Al+3]
Sodium_aluminosilicate	GRAS	O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Al+3].[Na+]
Calcium_silicate	GRAS	O=[Si]([O-])[O-].[Ca+2]
Silicon_dioxides	GRAS	O=[Si]=O
TITANIUM_DIOXIDE	IIG	O=[Ti]=O
Zinc_oxide	GRAS	O=[Zn]
D&C_BLUE_NO._9	IIG	O=c1c2ccccc2c(=O)c2c1cc(Cl)c1[nH]c3c([nH]c12)c(Cl)cc1c(=O)c2ccccc2c(=O)c13
BORIC_ACID	IIG	OB(O)O
Inositol	GRAS	OC1C(O)C(O)C(O)C(O)C1O
Sorbitol	GRAS	OCC(O)C(O)C(O)C(O)CO
